feedback_id,order_id,customer_name,feedback_text,sentiment,rating,created_at
6271,2749,Alisha Sahota,"Delivery never came, wrong address issue.",Negative,2,2025-01-16 22:27:25
6272,7288,Tiya Vig,"Delivery never came, wrong address issue.",Neutral,2,2025-07-26 09:43:56
6273,8906,Suhana Lall,"Package was late, no update from driver.",Neutral,3,2025-06-08 09:14:40
6274,3671,Samarth Ramachandran,Driver was polite but package was delayed.,Neutral,3,2025-08-09 15:57:46
6275,1641,Yakshit Sarma,"Package was late, no update from driver.",Neutral,1,2025-01-23 06:33:06
6276,8608,Khushi Sastry,"Package was late, no update from driver.",Negative,5,2025-08-05 05:37:38
6277,2719,Kismat Borra,"Package was late, no update from driver.",Neutral,5,2025-07-31 01:56:35
6278,9641,Jiya Vig,Package cancelled due to stock issue.,Negative,5,2025-05-18 05:44:33
6279,9766,Lagan Soni,Driver was polite but package was delayed.,Negative,5,2025-01-16 06:23:22
6280,8669,Kaira Dyal,Driver was polite but package was delayed.,Negative,4,2025-09-04 08:46:15
6281,127,Nakul Ramanathan,"Package was late, no update from driver.",Neutral,3,2025-04-22 09:05:21
6282,8803,Stuvan Babu,Driver was polite but package was delayed.,Neutral,3,2025-05-06 02:53:30
6283,6378,Mehul Deo,"Good service, on time delivery.",Neutral,2,2025-01-01 03:54:38
6284,6,Urvi Bora,"Good service, on time delivery.",Positive,1,2025-06-24 13:03:17
6285,135,Hunar Apte,Package cancelled due to stock issue.,Neutral,2,2025-04-12 15:19:22
6286,682,Urvi Datta,"Good service, on time delivery.",Positive,1,2025-05-31 03:30:07
6287,5617,Hiran Guha,Driver was polite but package was delayed.,Neutral,4,2025-03-04 00:16:58
6288,4996,Mehul Ganguly,"Package was late, no update from driver.",Positive,5,2025-07-04 13:33:59
6289,1773,Reyansh Loke,Package cancelled due to stock issue.,Neutral,3,2025-06-10 20:04:24
6290,4256,Anya Tak,"Delivery never came, wrong address issue.",Neutral,1,2025-01-26 07:25:42
6291,8551,Eva Tak,"Good service, on time delivery.",Neutral,1,2025-08-13 05:24:24
6292,2682,Ranbir Dave,Package cancelled due to stock issue.,Neutral,2,2025-05-30 08:56:48
6293,1501,Azad Bhandari,"Good service, on time delivery.",Positive,5,2025-02-15 01:06:36
6294,4448,Aarav Venkatesh,"Good service, on time delivery.",Negative,1,2025-04-08 20:27:52
6295,8407,Ira Mandal,"Delivery never came, wrong address issue.",Neutral,2,2025-01-18 14:53:37
6296,267,Krish Shankar,"Good service, on time delivery.",Neutral,1,2025-03-28 13:42:34
6297,6491,Jiya Bhakta,"Delivery never came, wrong address issue.",Negative,5,2025-02-03 03:01:59
6298,6741,Priyansh Sankar,"Delivery never came, wrong address issue.",Positive,5,2025-02-26 21:50:46
6299,7198,Kimaya Sachdeva,Package cancelled due to stock issue.,Positive,3,2025-02-16 13:28:10
6300,961,Saira Master,Package cancelled due to stock issue.,Negative,3,2025-08-06 04:39:55
6301,75,Ishaan Dubey,Package cancelled due to stock issue.,Negative,2,2025-02-03 06:12:52
6302,1040,Advik Mammen,"Delivery never came, wrong address issue.",Neutral,1,2025-01-16 00:34:32
6303,946,Samar Mani,"Delivery never came, wrong address issue.",Positive,1,2025-01-27 17:00:47
6304,1228,Aradhya Sood,"Delivery never came, wrong address issue.",Negative,3,2025-01-09 22:51:13
6305,8442,Kartik Banik,"Good service, on time delivery.",Positive,3,2025-04-24 07:53:07
6306,7041,Hiran Dyal,"Good service, on time delivery.",Positive,4,2025-01-09 20:43:38
6307,3882,Yasmin Sule,Package cancelled due to stock issue.,Negative,2,2025-06-14 09:48:59
6308,6377,Saira Handa,Driver was polite but package was delayed.,Neutral,5,2025-07-31 22:55:47
6309,6811,Himmat Dara,Package cancelled due to stock issue.,Negative,1,2025-03-06 15:10:55
6310,5989,Neysa Hayre,Package cancelled due to stock issue.,Neutral,5,2025-05-30 07:36:56
6311,9725,Nitya Soni,"Package was late, no update from driver.",Negative,4,2025-08-03 12:58:29
6312,8709,Misha Ratta,"Good service, on time delivery.",Negative,4,2025-07-04 07:35:12
6313,634,Zara Sharaf,"Good service, on time delivery.",Neutral,5,2025-05-20 06:12:58
6314,2446,Riaan Hans,Package cancelled due to stock issue.,Negative,3,2025-01-26 13:57:27
6315,9329,Kiara Dora,"Delivery never came, wrong address issue.",Positive,5,2025-06-01 12:01:11
6316,4932,Mamooty Seshadri,"Package was late, no update from driver.",Positive,4,2025-07-31 09:36:15
6317,8460,Nehmat Krish,"Package was late, no update from driver.",Positive,3,2025-06-17 11:29:05
6318,3549,Dhanuk Mannan,"Package was late, no update from driver.",Negative,4,2025-01-19 10:51:38
6319,1244,Adah Bahl,Driver was polite but package was delayed.,Positive,3,2025-05-09 17:35:33
6320,9593,Adira Ray,"Package was late, no update from driver.",Positive,5,2025-02-20 02:52:15
6321,5505,Ishaan Bobal,"Delivery never came, wrong address issue.",Negative,2,2025-04-15 22:56:07
6322,265,Gokul Subramaniam,"Delivery never came, wrong address issue.",Neutral,4,2025-01-20 04:35:03
6323,1448,Ela Sheth,Package cancelled due to stock issue.,Positive,3,2025-01-04 23:48:39
6324,4583,Navya Bali,Driver was polite but package was delayed.,Neutral,4,2025-06-14 13:50:37
6325,7808,Ivana Jhaveri,Driver was polite but package was delayed.,Negative,4,2025-06-18 04:23:36
6326,7420,Shayak Rattan,Driver was polite but package was delayed.,Negative,2,2025-03-29 13:35:21
6327,1688,Ryan Chakrabarti,"Delivery never came, wrong address issue.",Neutral,2,2025-08-05 09:15:05
6328,4322,Damini Kunda,"Package was late, no update from driver.",Negative,5,2025-02-13 13:20:39
6329,9649,Zoya Sen,"Delivery never came, wrong address issue.",Negative,2,2025-01-10 00:15:45
6330,3550,Heer Ganesh,"Delivery never came, wrong address issue.",Positive,3,2025-06-09 03:02:46
6331,9326,Onkar Contractor,"Good service, on time delivery.",Positive,3,2025-07-27 17:55:49
6332,1607,Aarav Vyas,"Good service, on time delivery.",Negative,2,2025-03-07 13:21:54
6333,2170,Piya Agrawal,"Delivery never came, wrong address issue.",Negative,2,2025-08-29 04:49:51
6334,1383,Shamik Savant,"Delivery never came, wrong address issue.",Negative,3,2025-04-10 19:49:52
6335,944,Jiya Agarwal,"Delivery never came, wrong address issue.",Neutral,3,2025-03-24 20:15:50
6336,1754,Alisha Varghese,Driver was polite but package was delayed.,Positive,2,2025-02-21 07:57:13
6337,2042,Onkar Sagar,"Good service, on time delivery.",Positive,5,2025-06-20 06:15:05
6338,5539,Nirvi Raval,Driver was polite but package was delayed.,Positive,2,2025-05-06 15:21:05
6339,3342,Sumer Aggarwal,"Delivery never came, wrong address issue.",Neutral,5,2025-07-05 04:07:22
6340,7874,Nirvi Zacharia,"Package was late, no update from driver.",Negative,2,2025-05-19 06:02:40
6341,1585,Chirag Gour,Driver was polite but package was delayed.,Positive,1,2025-02-28 15:12:52
6342,2328,Tarini Bakshi,"Package was late, no update from driver.",Negative,4,2025-06-28 01:22:06
6343,2929,Uthkarsh Bose,"Good service, on time delivery.",Positive,4,2025-03-16 00:21:27
6344,7376,Jiya Sahni,Package cancelled due to stock issue.,Positive,4,2025-06-16 18:51:34
6345,2535,Hridaan Rajagopalan,Package cancelled due to stock issue.,Negative,3,2025-04-08 01:31:58
6346,9744,Kashvi Kapoor,"Delivery never came, wrong address issue.",Neutral,4,2025-04-16 18:30:09
6347,1227,Tarini Sharma,"Delivery never came, wrong address issue.",Positive,5,2025-03-19 10:15:00
6348,8730,Bhavin Wali,"Good service, on time delivery.",Neutral,3,2025-07-04 18:14:57
6349,8873,Neelofar Sood,"Package was late, no update from driver.",Positive,1,2025-05-18 05:36:44
6350,5978,Jayan Shan,"Package was late, no update from driver.",Neutral,3,2025-03-09 05:44:36
6351,4114,Jiya Goyal,"Delivery never came, wrong address issue.",Neutral,5,2025-05-15 14:51:26
6352,9619,Ranbir Vasa,Package cancelled due to stock issue.,Neutral,3,2025-03-05 07:15:35
6353,2974,Kavya Lanka,"Good service, on time delivery.",Negative,1,2025-08-22 22:54:19
6354,8890,Vedika Joshi,Driver was polite but package was delayed.,Positive,3,2025-08-05 08:11:59
6355,3651,Ahana  Deol,"Delivery never came, wrong address issue.",Neutral,1,2025-06-25 07:21:45
6356,2041,Myra Sagar,"Good service, on time delivery.",Neutral,1,2025-02-26 01:48:12
6357,9849,Shalv Hora,Package cancelled due to stock issue.,Positive,4,2025-06-19 06:01:20
6358,8834,Misha Sem,"Delivery never came, wrong address issue.",Neutral,4,2025-05-26 13:08:00
6359,3781,Rati Thaman,Package cancelled due to stock issue.,Positive,2,2025-03-05 13:23:05
6360,2345,Shayak Keer,Package cancelled due to stock issue.,Positive,4,2025-02-01 21:15:54
6361,9673,Krish Dash,Package cancelled due to stock issue.,Neutral,3,2025-02-15 17:32:41
6362,5700,Yuvaan Badal,Driver was polite but package was delayed.,Negative,3,2025-06-16 00:38:03
6363,4587,Anya Dewan,"Delivery never came, wrong address issue.",Positive,1,2025-03-12 19:55:56
6364,8054,Indrans Salvi,"Good service, on time delivery.",Negative,3,2025-03-22 06:12:18
6365,9043,Priyansh Mammen,"Package was late, no update from driver.",Negative,2,2025-01-17 05:49:13
6366,1606,Heer Kadakia,"Good service, on time delivery.",Neutral,3,2025-02-18 03:23:10
6367,2419,Mishti Shere,Driver was polite but package was delayed.,Negative,5,2025-02-17 16:33:25
6368,3779,Keya Walia,"Delivery never came, wrong address issue.",Negative,2,2025-06-08 23:54:56
6369,7335,Bhavin Krishnamurthy,Driver was polite but package was delayed.,Negative,2,2025-05-08 09:41:31
6370,4773,Miraan Batta,Package cancelled due to stock issue.,Neutral,5,2025-09-07 07:38:20
6371,9716,Suhana Uppal,"Delivery never came, wrong address issue.",Neutral,1,2025-04-01 21:31:38
6372,8903,Sana Kalla,Package cancelled due to stock issue.,Positive,4,2025-03-20 16:53:54
6373,8431,Ranbir Shukla,Driver was polite but package was delayed.,Neutral,3,2025-07-21 22:43:34
6374,3730,Ehsaan Krish,"Package was late, no update from driver.",Positive,4,2025-07-11 18:35:54
6375,5845,Aniruddh Gill,"Package was late, no update from driver.",Negative,2,2025-04-05 17:50:17
6376,569,Uthkarsh Aurora,"Delivery never came, wrong address issue.",Positive,5,2025-01-06 15:53:42
6377,6052,Anya Ray,"Delivery never came, wrong address issue.",Positive,3,2025-05-24 13:45:06
6378,8456,Alia Seshadri,"Good service, on time delivery.",Negative,4,2025-09-07 14:11:24
6379,8541,Neysa Kara,"Good service, on time delivery.",Positive,2,2025-03-22 10:20:03
6380,6907,Seher Grewal,"Delivery never came, wrong address issue.",Neutral,2,2025-09-09 19:34:01
6381,2633,Vidur Hans,Package cancelled due to stock issue.,Positive,3,2025-07-31 15:37:23
6382,1956,Tanya Chada,Driver was polite but package was delayed.,Neutral,3,2025-06-20 06:29:04
6383,8224,Aarav Warrior,Package cancelled due to stock issue.,Positive,3,2025-06-24 03:17:34
6384,4147,Sara Ramanathan,"Delivery never came, wrong address issue.",Negative,2,2025-08-15 06:29:24
6385,8132,Fateh Wable,Package cancelled due to stock issue.,Positive,5,2025-05-27 22:14:19
6386,2696,Uthkarsh Baria,"Package was late, no update from driver.",Positive,3,2025-01-26 04:54:30
6387,3406,Yuvaan Badami,Package cancelled due to stock issue.,Negative,1,2025-06-03 07:02:37
6388,6164,Mahika Shanker,Driver was polite but package was delayed.,Neutral,2,2025-06-02 20:08:57
6389,8252,Misha Grewal,"Delivery never came, wrong address issue.",Negative,5,2025-03-19 11:57:53
6390,4672,Biju Ghosh,"Good service, on time delivery.",Neutral,3,2025-07-03 09:50:55
6391,5654,Darshit Khanna,"Delivery never came, wrong address issue.",Positive,1,2025-07-09 19:39:28
6392,1791,Tarini Kuruvilla,Driver was polite but package was delayed.,Negative,3,2025-05-16 02:48:12
6393,8005,Kartik Sule,"Delivery never came, wrong address issue.",Neutral,1,2025-01-22 20:30:17
6394,724,Riya Sengupta,Package cancelled due to stock issue.,Neutral,3,2025-09-06 13:30:30
6395,197,Ehsaan Ratti,"Package was late, no update from driver.",Negative,3,2025-01-21 23:58:55
6396,2026,Kabir Sunder,"Good service, on time delivery.",Negative,1,2025-03-25 18:47:39
6397,9747,Anahi Choudhary,"Delivery never came, wrong address issue.",Neutral,4,2025-09-02 13:32:28
6398,8785,Chirag Seshadri,"Good service, on time delivery.",Neutral,1,2025-07-31 05:38:32
6399,4187,Aniruddh Loke,"Package was late, no update from driver.",Neutral,5,2025-08-06 00:53:27
6400,9582,Vardaniya Borra,"Good service, on time delivery.",Positive,4,2025-07-29 09:13:15
6401,5139,Divit Rao,Package cancelled due to stock issue.,Positive,5,2025-08-03 13:20:08
6402,3979,Lavanya Buch,"Package was late, no update from driver.",Negative,1,2025-06-22 15:41:21
6403,8100,Jiya Luthra,"Delivery never came, wrong address issue.",Neutral,3,2025-08-17 12:05:38
6404,7972,Sahil Soman,"Good service, on time delivery.",Neutral,5,2025-08-21 01:12:32
6405,8805,Anvi Sha,"Package was late, no update from driver.",Negative,5,2025-06-09 08:55:18
6406,4751,Parinaaz Khosla,"Package was late, no update from driver.",Neutral,4,2025-06-03 14:56:15
6407,2334,Azad Gour,"Delivery never came, wrong address issue.",Positive,2,2025-01-14 17:39:54
6408,1580,Yasmin Mahajan,Driver was polite but package was delayed.,Neutral,5,2025-04-26 17:05:03
6409,4456,Uthkarsh Deo,Driver was polite but package was delayed.,Negative,5,2025-07-20 20:23:13
6410,5006,Anaya Sampath,"Delivery never came, wrong address issue.",Positive,1,2025-08-05 21:48:52
6411,88,Aradhya Vaidya,"Good service, on time delivery.",Negative,2,2025-01-10 09:19:11
6412,597,Raghav Edwin,"Delivery never came, wrong address issue.",Neutral,5,2025-04-06 18:31:39
6413,5297,Emir Goyal,Package cancelled due to stock issue.,Negative,2,2025-08-18 22:46:26
6414,9678,Azad Chowdhury,"Delivery never came, wrong address issue.",Neutral,4,2025-06-05 02:17:47
6415,5587,Taran Choudhry,Package cancelled due to stock issue.,Neutral,3,2025-08-24 14:03:08
6416,4651,Mamooty Kulkarni,Package cancelled due to stock issue.,Negative,1,2025-06-30 16:58:21
6417,6234,Bhavin Bobal,Driver was polite but package was delayed.,Positive,3,2025-06-28 17:01:28
6418,8652,Ishita Babu,"Good service, on time delivery.",Neutral,2,2025-05-23 19:27:09
6419,8285,Anahi Bandi,"Package was late, no update from driver.",Positive,5,2025-01-11 16:19:38
6420,8918,Vanya Lad,Driver was polite but package was delayed.,Negative,3,2025-06-26 23:40:08
6421,8188,Nitya Golla,Package cancelled due to stock issue.,Positive,2,2025-06-13 12:36:06
6422,1353,Anay Buch,"Package was late, no update from driver.",Neutral,4,2025-06-21 19:07:01
6423,4985,Taimur Chahal,Package cancelled due to stock issue.,Negative,4,2025-01-04 05:17:40
6424,1111,Anahi Gokhale,"Delivery never came, wrong address issue.",Positive,5,2025-04-28 01:33:38
6425,808,Chirag Bava,"Package was late, no update from driver.",Positive,3,2025-08-21 03:32:38
6426,1843,Keya Dara,"Package was late, no update from driver.",Negative,4,2025-05-11 16:34:31
6427,450,Kiaan Dasgupta,Package cancelled due to stock issue.,Positive,5,2025-03-12 20:51:49
6428,5037,Reyansh Ahluwalia,"Good service, on time delivery.",Negative,3,2025-03-26 23:17:29
6429,8699,Lavanya Vohra,Driver was polite but package was delayed.,Negative,2,2025-06-25 11:51:14
6430,6586,Rasha Sura,Driver was polite but package was delayed.,Negative,3,2025-07-30 23:48:00
6431,4765,Zoya Kar,"Delivery never came, wrong address issue.",Neutral,1,2025-04-02 21:53:02
6432,7294,Navya Kadakia,"Package was late, no update from driver.",Negative,1,2025-02-19 01:47:57
6433,8393,Indranil Sunder,Package cancelled due to stock issue.,Negative,5,2025-09-05 11:13:22
6434,7681,Nehmat Dayal,"Package was late, no update from driver.",Positive,5,2025-08-27 15:13:07
6435,5163,Zeeshan Walla,"Delivery never came, wrong address issue.",Negative,4,2025-04-06 05:59:10
6436,2890,Uthkarsh Bajwa,Driver was polite but package was delayed.,Positive,5,2025-03-26 17:54:30
6437,4647,Kartik Bobal,Package cancelled due to stock issue.,Neutral,2,2025-01-01 02:59:22
6438,1631,Badal Raj,"Delivery never came, wrong address issue.",Neutral,5,2025-09-06 09:19:45
6439,6855,Mamooty Sampath,Driver was polite but package was delayed.,Negative,2,2025-02-23 15:12:47
6440,3504,Tanya Chadha,Driver was polite but package was delayed.,Negative,3,2025-07-09 15:38:08
6441,3972,Vardaniya Kapoor,"Delivery never came, wrong address issue.",Positive,5,2025-06-18 00:17:07
6442,9221,Drishya Dhillon,"Package was late, no update from driver.",Neutral,1,2025-05-29 15:31:50
6443,8558,Veer Kothari,"Package was late, no update from driver.",Positive,5,2025-08-14 22:19:31
6444,5653,Hridaan Upadhyay,Driver was polite but package was delayed.,Negative,5,2025-03-19 09:31:17
6445,8619,Mohanlal Vig,"Good service, on time delivery.",Positive,5,2025-06-05 07:38:46
6446,9084,Ryan Jain,"Good service, on time delivery.",Positive,3,2025-07-04 21:23:39
6447,3632,Jayesh Sarkar,"Package was late, no update from driver.",Neutral,4,2025-05-03 19:32:20
6448,5061,Himmat Edwin,Package cancelled due to stock issue.,Negative,4,2025-01-05 01:12:12
6449,6591,Jayesh Mani,"Good service, on time delivery.",Negative,1,2025-05-12 15:33:25
6450,2324,Saira Sheth,Package cancelled due to stock issue.,Positive,1,2025-02-04 07:23:47
6451,8838,Nayantara Chana,"Package was late, no update from driver.",Negative,2,2025-07-20 15:50:25
6452,9796,Zain Hari,"Package was late, no update from driver.",Negative,2,2025-06-27 04:43:11
6453,8861,Kashvi Gandhi,Driver was polite but package was delayed.,Neutral,1,2025-05-19 22:54:03
6454,6303,Sana Srinivas,Package cancelled due to stock issue.,Positive,4,2025-01-04 11:58:36
6455,7207,Reyansh Raj,Package cancelled due to stock issue.,Negative,2,2025-07-10 15:20:52
6456,721,Stuvan Som,"Package was late, no update from driver.",Neutral,3,2025-03-24 11:14:04
6457,1582,Ishita Dutta,"Delivery never came, wrong address issue.",Positive,3,2025-05-25 11:59:53
6458,5565,Dishani Bahl,"Good service, on time delivery.",Positive,1,2025-07-15 15:40:46
6459,2648,Raghav Bhatt,"Package was late, no update from driver.",Negative,5,2025-03-03 10:40:51
6460,5995,Anika Virk,Driver was polite but package was delayed.,Neutral,3,2025-06-14 18:58:29
6461,1478,Sara Mahajan,"Package was late, no update from driver.",Negative,4,2025-08-14 22:03:17
6462,1356,Nehmat Sur,Package cancelled due to stock issue.,Neutral,2,2025-05-05 18:37:52
6463,6019,Shalv Bhagat,"Delivery never came, wrong address issue.",Positive,3,2025-04-01 04:36:58
6464,5356,Ishita Maharaj,"Good service, on time delivery.",Positive,4,2025-04-14 02:50:20
6465,8203,Tarini Gaba,Package cancelled due to stock issue.,Negative,3,2025-02-21 01:01:50
6466,741,Vardaniya Dugal,Driver was polite but package was delayed.,Neutral,5,2025-08-22 22:39:42
6467,5368,Armaan Ravel,"Good service, on time delivery.",Positive,3,2025-06-21 03:09:40
6468,3828,Stuvan Arora,"Package was late, no update from driver.",Neutral,2,2025-08-30 11:52:37
6469,7707,Miraya Handa,Package cancelled due to stock issue.,Neutral,4,2025-03-22 06:43:27
6470,2969,Yasmin Dyal,"Delivery never came, wrong address issue.",Neutral,3,2025-06-30 04:13:21
6471,3747,Saksham Bhakta,"Package was late, no update from driver.",Positive,5,2025-06-08 17:48:52
6472,8801,Ishita Khare,"Good service, on time delivery.",Negative,5,2025-02-24 23:49:10
6473,7272,Nirvaan Gera,"Package was late, no update from driver.",Positive,2,2025-01-05 02:42:00
6474,4830,Rasha Jani,Driver was polite but package was delayed.,Positive,4,2025-07-03 22:32:44
6475,9835,Hridaan Kanda,"Delivery never came, wrong address issue.",Neutral,5,2025-03-17 19:18:59
6476,6538,Anay Raju,Package cancelled due to stock issue.,Negative,1,2025-05-18 18:26:51
6477,8099,Kashvi Bhakta,"Good service, on time delivery.",Neutral,4,2025-03-10 16:46:11
6478,2085,Anika Chanda,Driver was polite but package was delayed.,Positive,4,2025-06-22 13:51:03
6479,2571,Jhanvi Tripathi,Package cancelled due to stock issue.,Neutral,1,2025-03-31 20:03:39
6480,1427,Hridaan Sachar,"Delivery never came, wrong address issue.",Positive,5,2025-07-03 05:56:48
6481,2652,Khushi Date,"Good service, on time delivery.",Negative,4,2025-07-07 15:11:19
6482,7215,Zeeshan Varkey,"Package was late, no update from driver.",Neutral,1,2025-04-24 05:17:12
6483,5636,Zeeshan Gola,"Package was late, no update from driver.",Positive,2,2025-01-21 16:26:25
6484,7324,Gatik Lal,"Delivery never came, wrong address issue.",Neutral,5,2025-01-23 05:28:49
6485,8401,Tushar Bhatti,Package cancelled due to stock issue.,Negative,1,2025-08-22 17:40:56
6486,855,Hiran Baria,"Delivery never came, wrong address issue.",Negative,5,2025-08-26 01:56:41
6487,8115,Jhanvi Hayer,"Good service, on time delivery.",Negative,3,2025-07-15 02:14:11
6488,9861,Ivan Batta,"Package was late, no update from driver.",Negative,3,2025-01-31 14:59:12
6489,1771,Khushi Iyer,"Good service, on time delivery.",Negative,4,2025-04-14 05:34:50
6490,6275,Sana Chana,"Good service, on time delivery.",Positive,4,2025-06-17 09:24:11
6491,1333,Rati Shan,Driver was polite but package was delayed.,Neutral,3,2025-09-09 13:35:52
6492,1030,Vaibhav Subramanian,"Package was late, no update from driver.",Negative,1,2025-03-19 06:42:00
6493,6916,Chirag Sharma,Package cancelled due to stock issue.,Negative,1,2025-08-08 05:18:16
6494,473,Shanaya Ravel,"Delivery never came, wrong address issue.",Negative,5,2025-06-30 00:56:20
6495,4011,Shayak Chatterjee,Driver was polite but package was delayed.,Positive,3,2025-06-17 00:39:17
6496,7402,Shlok Biswas,Package cancelled due to stock issue.,Positive,2,2025-01-05 02:01:18
6497,4271,Drishya Bawa,"Package was late, no update from driver.",Negative,5,2025-05-24 17:53:01
6498,1177,Raghav Wable,Package cancelled due to stock issue.,Positive,5,2025-06-25 04:47:37
6499,6198,Farhan Bala,Driver was polite but package was delayed.,Positive,5,2025-05-25 04:16:00
6500,1344,Rasha Dugal,"Package was late, no update from driver.",Positive,4,2025-05-06 12:50:17
6501,907,Dhruv Virk,"Delivery never came, wrong address issue.",Positive,2,2025-07-18 15:11:58
6502,9040,Damini Iyer,"Good service, on time delivery.",Neutral,2,2025-04-23 18:10:08
6503,4182,Divyansh Karpe,"Good service, on time delivery.",Neutral,1,2025-03-11 13:53:40
6504,174,Himmat Dube,"Good service, on time delivery.",Neutral,4,2025-03-19 12:59:45
6505,4174,Dhruv Lala,Package cancelled due to stock issue.,Positive,3,2025-04-16 00:52:52
6506,4864,Indrajit Butala,"Delivery never came, wrong address issue.",Negative,1,2025-01-13 06:58:58
6507,4840,Azad Behl,Driver was polite but package was delayed.,Positive,2,2025-03-31 13:51:33
6508,1500,Shlok Gade,"Delivery never came, wrong address issue.",Positive,5,2025-08-12 08:53:18
6509,6031,Aaina Karnik,Driver was polite but package was delayed.,Negative,2,2025-07-30 15:29:49
6510,796,Hridaan Sinha,Driver was polite but package was delayed.,Positive,3,2025-06-12 03:10:48
6511,1773,Darshit Raju,Package cancelled due to stock issue.,Negative,3,2025-08-16 06:59:33
6512,3129,Nakul Rastogi,Driver was polite but package was delayed.,Negative,2,2025-07-16 12:24:39
6513,6170,Riaan Choudhary,Package cancelled due to stock issue.,Negative,4,2025-02-02 10:33:28
6514,5631,Navya Dara,"Package was late, no update from driver.",Positive,5,2025-04-28 01:36:19
6515,1335,Dhanuk Hans,"Good service, on time delivery.",Neutral,3,2025-08-06 14:38:17
6516,5698,Hansh Sood,"Good service, on time delivery.",Neutral,1,2025-04-18 01:59:33
6517,8664,Trisha Sule,"Delivery never came, wrong address issue.",Positive,1,2025-01-05 18:57:00
6518,3675,Ivan Butala,"Package was late, no update from driver.",Positive,2,2025-02-18 18:02:28
6519,414,Hiran Apte,Driver was polite but package was delayed.,Positive,5,2025-06-29 20:13:00
6520,3886,Yuvaan Contractor,"Package was late, no update from driver.",Positive,4,2025-09-01 15:48:39
6521,4739,Madhav Chand,Package cancelled due to stock issue.,Negative,1,2025-02-01 01:59:46
6522,2592,Divyansh Sharaf,Package cancelled due to stock issue.,Negative,5,2025-05-04 12:12:07
6523,4514,Akarsh Mangal,"Good service, on time delivery.",Positive,1,2025-06-20 13:44:29
6524,5997,Yashvi Doshi,"Good service, on time delivery.",Neutral,4,2025-01-20 05:36:23
6525,5515,Anvi Deo,"Delivery never came, wrong address issue.",Negative,2,2025-06-23 22:58:43
6526,6476,Indranil Saraf,Package cancelled due to stock issue.,Neutral,1,2025-03-12 19:46:05
6527,610,Badal Setty,"Package was late, no update from driver.",Negative,2,2025-04-23 10:08:34
6528,2578,Misha Atwal,Driver was polite but package was delayed.,Neutral,4,2025-05-17 09:50:33
6529,4671,Jiya Toor,"Delivery never came, wrong address issue.",Negative,1,2025-08-17 11:49:00
6530,4672,Nakul Balasubramanian,Driver was polite but package was delayed.,Positive,3,2025-03-19 13:19:48
6531,7882,Eva Kulkarni,"Delivery never came, wrong address issue.",Negative,2,2025-01-26 05:23:08
6532,3817,Umang Aurora,Driver was polite but package was delayed.,Negative,5,2025-04-06 05:16:13
6533,6785,Stuvan Yohannan,"Package was late, no update from driver.",Negative,5,2025-06-05 20:05:53
6534,1375,Charvi Garg,Package cancelled due to stock issue.,Neutral,4,2025-01-11 21:50:17
6535,3834,Kiaan Gill,Package cancelled due to stock issue.,Neutral,1,2025-05-19 21:24:12
6536,3528,Ela Brar,"Delivery never came, wrong address issue.",Neutral,2,2025-06-24 23:59:18
6537,5316,Mehul Baria,"Package was late, no update from driver.",Negative,1,2025-07-27 06:56:12
6538,1812,Romil Kara,Driver was polite but package was delayed.,Neutral,1,2025-03-28 06:47:18
6539,8351,Ivana Bera,Package cancelled due to stock issue.,Neutral,5,2025-03-11 16:43:33
6540,2671,Tiya Agate,Package cancelled due to stock issue.,Negative,3,2025-02-21 15:09:01
6541,7182,Seher Ray,Driver was polite but package was delayed.,Neutral,5,2025-06-23 22:23:28
6542,8347,Nishith Rajan,Package cancelled due to stock issue.,Negative,2,2025-01-19 22:45:36
6543,8802,Emir Kakar,"Package was late, no update from driver.",Positive,1,2025-06-21 09:58:17
6544,2113,Ranbir Ratti,"Delivery never came, wrong address issue.",Negative,2,2025-02-19 16:19:45
6545,1521,Sana Wagle,Driver was polite but package was delayed.,Positive,1,2025-08-24 12:29:15
6546,1255,Lavanya Sharma,"Good service, on time delivery.",Positive,1,2025-05-10 18:21:19
6547,6785,Jivika Setty,"Delivery never came, wrong address issue.",Negative,5,2025-07-08 21:38:54
6548,1304,Jayant Gade,"Delivery never came, wrong address issue.",Negative,3,2025-08-28 04:34:29
6549,4248,Ira Soman,"Package was late, no update from driver.",Positive,2,2025-04-07 23:06:36
6550,3340,Emir Kade,"Good service, on time delivery.",Positive,5,2025-05-29 09:09:27
6551,9060,Sahil Keer,Driver was polite but package was delayed.,Positive,1,2025-04-28 02:30:21
6552,7075,Keya Kunda,"Good service, on time delivery.",Positive,4,2025-05-24 03:28:59
6553,5038,Ivana Char,"Good service, on time delivery.",Positive,2,2025-04-11 18:44:32
6554,8495,Dhanuk Varkey,"Good service, on time delivery.",Neutral,2,2025-03-30 09:34:40
6555,5480,Ritvik Dixit,Package cancelled due to stock issue.,Negative,2,2025-04-12 01:00:25
6556,6488,Rania Salvi,"Package was late, no update from driver.",Neutral,3,2025-08-14 18:11:32
6557,1687,Mehul Swamy,"Delivery never came, wrong address issue.",Positive,5,2025-01-26 16:30:10
6558,2709,Arhaan Kapur,"Good service, on time delivery.",Negative,2,2025-06-27 03:18:04
6559,5320,Veer Badal,"Delivery never came, wrong address issue.",Neutral,1,2025-06-05 07:57:33
6560,2986,Eshani Salvi,"Package was late, no update from driver.",Neutral,2,2025-05-20 08:19:27
