driver_id,driver_name,phone,license_number,partner_company,city,state,status,created_at
1014,Yuvaan Seth,02036825335,DL10146531,EcomExpress,Mysuru,Karnataka,Active,2023-05-09 00:10:40
1015,Sara Mand,7715934668,DL10153348,In-house,Bengaluru,Karnataka,Active,2024-06-07 22:14:17
1016,Anvi Dave,+914076885453,DL10161376,Shadowfax,Ahmedabad,Gujarat,Inactive,2020-03-20 09:36:34
1017,Yakshit Bala,9887067989,DL10179123,BlueDart,Coimbatore,Tamil Nadu,Inactive,2024-04-04 19:28:44
1018,Nirvi Majumdar,+919310448341,DL10183987,BlueDart,Mysuru,Karnataka,Active,2021-09-16 12:12:31
1019,Khushi Dixit,07578008067,DL10191825,Shadowfax,Ahmedabad,Gujarat,Inactive,2021-05-20 10:26:46
1020,Devansh Rattan,04912998717,DL10207687,Shadowfax,Surat,Gujarat,Inactive,2023-05-12 09:20:31
1021,Tanya Bala,3387662532,DL10211996,BlueDart,Ahmedabad,Gujarat,Inactive,2024-06-27 19:54:42
1022,Vidur Chanda,+914121079706,DL10225259,In-house,Ahmedabad,Gujarat,Inactive,2024-03-09 15:07:08
1023,Ivan Vora,00661747362,DL10235258,Delhivery,Bengaluru,Karnataka,Inactive,2024-04-06 12:27:10
1024,Sana Borde,+915675564901,DL10242334,BlueDart,Bengaluru,Karnataka,Active,2020-01-03 04:51:37
1025,Amira Khatri,07805115878,DL10256146,In-house,Mysuru,Karnataka,Inactive,2021-03-28 10:16:42
1026,Nitara Uppal,02537152866,DL10264556,BlueDart,Pune,Maharashtra,Inactive,2024-09-27 06:39:42
1027,Advik Seshadri,05856733422,DL10274231,EcomExpress,Nagpur,Maharashtra,Inactive,2022-08-21 03:46:20
1028,Ishaan Vaidya,+910000534774,DL10286455,BlueDart,Chennai,Tamil Nadu,Active,2025-03-28 00:18:27
1029,Himmat Chhabra,+912708347148,DL10296909,Shadowfax,Pune,Maharashtra,Inactive,2023-05-04 08:14:53
1030,Lagan Kulkarni,00205996115,DL10302013,BlueDart,Coimbatore,Tamil Nadu,Active,2022-10-04 10:52:21
1031,Aayush Virk,08003782443,DL10315260,BlueDart,Mumbai,Maharashtra,Inactive,2024-03-15 06:28:24
1032,Pari Bath,9708013612,DL10322016,In-house,Nagpur,Maharashtra,Inactive,2025-04-29 22:10:42
1033,Ahana  Gera,0039192180,DL10331407,In-house,Ahmedabad,Gujarat,Active,2021-09-23 07:03:24
1034,Zara Kannan,01887090864,DL10341293,BlueDart,Surat,Gujarat,Active,2021-08-01 01:20:49
1035,Amani Rege,07406092600,DL10356192,In-house,New Delhi,Delhi,Inactive,2025-08-11 01:18:49
1036,Kimaya Soni,01109573336,DL10369007,In-house,Coimbatore,Tamil Nadu,Active,2020-06-18 18:36:20
1037,Alia Bahl,00763397176,DL10376207,EcomExpress,Chennai,Tamil Nadu,Active,2022-08-17 11:11:18
1038,Advik Sundaram,9952894880,DL10384777,In-house,Mumbai,Maharashtra,Inactive,2024-07-05 10:15:39
1039,Anahi Bansal,+910985119254,DL10394743,EcomExpress,Ahmedabad,Gujarat,Active,2021-06-30 10:58:17
1040,Nehmat Rao,2936641681,DL10406018,EcomExpress,Ahmedabad,Gujarat,Active,2023-08-31 16:57:54
1041,Dhanuk Deol,07129597686,DL10415965,In-house,New Delhi,Delhi,Inactive,2023-11-27 21:55:40
1042,Vaibhav Rout,8662789952,DL10424089,Shadowfax,Surat,Gujarat,Active,2024-10-02 20:02:19
1043,Kavya Soni,+913221929572,DL10433378,In-house,Nagpur,Maharashtra,Inactive,2022-11-02 10:38:12
1044,Miraya Balakrishnan,1161995604,DL10444843,In-house,Ahmedabad,Gujarat,Active,2021-12-27 22:47:08
1045,Uthkarsh Singhal,3760316641,DL10453575,EcomExpress,Nagpur,Maharashtra,Inactive,2024-05-04 12:33:23
1046,Kimaya Vaidya,+913208442210,DL10468131,In-house,Nagpur,Maharashtra,Active,2022-08-12 11:31:03
1047,Jayesh Lalla,03489067308,DL10478044,EcomExpress,New Delhi,Delhi,Inactive,2024-11-15 04:48:40
1048,Charvi Mannan,03356201847,DL10488947,In-house,Surat,Gujarat,Inactive,2023-12-03 09:25:25
1049,Anahita Contractor,+911287718148,DL10495521,In-house,Pune,Maharashtra,Inactive,2025-03-04 19:00:50
1050,Indrajit Ratta,4674475705,DL10502867,EcomExpress,Ahmedabad,Gujarat,Active,2020-07-08 02:38:10
1051,Pari Chanda,+917744387318,DL10511107,In-house,Nagpur,Maharashtra,Active,2022-01-21 17:17:43
1052,Divyansh Jain,+918897416500,DL10525709,EcomExpress,Coimbatore,Tamil Nadu,Inactive,2022-02-27 18:24:42
1053,Nirvi Samra,3202408173,DL10539270,Shadowfax,Chennai,Tamil Nadu,Inactive,2024-11-20 20:38:14
1054,Parinaaz Kaul,0323789148,DL10548422,Delhivery,New Delhi,Delhi,Inactive,2024-03-31 07:28:17
1055,Siya Bassi,7982363870,DL10555565,BlueDart,Surat,Gujarat,Active,2023-12-23 05:02:56
1056,Romil Sood,03590606401,DL10565934,BlueDart,Chennai,Tamil Nadu,Inactive,2024-10-29 13:45:47
1057,Jivika Sarma,+916557769719,DL10579530,In-house,Mysuru,Karnataka,Active,2020-02-07 21:20:53
1058,Vihaan Dhawan,0142929116,DL10581832,In-house,Mysuru,Karnataka,Inactive,2020-06-23 13:00:40
1059,Advik Ravi,08581765638,DL10597698,BlueDart,New Delhi,Delhi,Inactive,2023-04-17 09:24:26
1060,Urvi Chokshi,02750934842,DL10606154,EcomExpress,New Delhi,Delhi,Active,2025-06-28 20:52:38
1061,Siya Balay,+919438859226,DL10614657,EcomExpress,Bengaluru,Karnataka,Inactive,2023-07-30 05:09:29
1062,Kaira Sarraf,02176432753,DL10621854,BlueDart,Ahmedabad,Gujarat,Active,2022-09-04 05:19:35
1063,Vritika Majumdar,8988169240,DL10638126,BlueDart,Chennai,Tamil Nadu,Inactive,2021-11-07 23:06:48
1064,Renee Saraf,+911440147481,DL10647479,In-house,Bengaluru,Karnataka,Active,2022-02-25 16:18:19
1065,Aarna Lalla,07142898375,DL10653479,In-house,New Delhi,Delhi,Inactive,2022-03-14 02:40:24
1066,Anya Balay,6043390069,DL10661254,Shadowfax,New Delhi,Delhi,Active,2021-03-04 21:58:53
1067,Piya Luthra,02668928982,DL10679948,Shadowfax,New Delhi,Delhi,Inactive,2024-11-24 23:25:55
1068,Alisha Sule,5468382147,DL10689450,EcomExpress,Ahmedabad,Gujarat,Active,2022-11-05 20:10:09
1069,Vaibhav Virk,08665319899,DL10697812,In-house,Mysuru,Karnataka,Active,2024-03-19 04:49:03
1070,Vardaniya Anand,+916175324909,DL10704744,EcomExpress,Mysuru,Karnataka,Active,2021-09-02 15:50:48
1071,Tiya Raval,+919987738868,DL10719283,EcomExpress,Nagpur,Maharashtra,Active,2023-04-25 10:46:48
1072,Fateh Banerjee,0869490864,DL10722296,Shadowfax,Chennai,Tamil Nadu,Active,2020-05-21 04:37:39
1073,Kiara Dara,+917640714294,DL10738428,EcomExpress,Mumbai,Maharashtra,Inactive,2025-09-08 03:56:22
1074,Kashvi Sha,4763264128,DL10742994,Delhivery,New Delhi,Delhi,Active,2024-12-24 12:07:06
1075,Sara Sinha,01502505043,DL10753106,EcomExpress,Pune,Maharashtra,Inactive,2023-12-08 09:31:30
1076,Ranbir Rao,+914375688630,DL10763924,Shadowfax,Chennai,Tamil Nadu,Inactive,2023-04-27 11:28:16
1077,Ira Dutt,+911327336753,DL10772664,In-house,Ahmedabad,Gujarat,Active,2021-04-01 23:48:06
1078,Oorja Khare,02984869646,DL10785484,In-house,Coimbatore,Tamil Nadu,Inactive,2020-05-20 21:30:53
1079,Indrans Andra,+919903729785,DL10794907,In-house,New Delhi,Delhi,Active,2020-02-26 11:53:13
1080,Ojas Borde,06834967738,DL10805521,BlueDart,New Delhi,Delhi,Inactive,2025-02-20 14:27:55
1081,Keya Sabharwal,08392462800,DL10811846,In-house,Surat,Gujarat,Inactive,2023-05-08 04:46:37
1082,Ishaan Gill,3343176163,DL10828518,Shadowfax,Surat,Gujarat,Active,2022-03-02 05:31:28
1083,Rania Saran,04947546088,DL10832444,BlueDart,Chennai,Tamil Nadu,Inactive,2025-09-03 08:20:19
1084,Tushar Suresh,07033847930,DL10847972,Delhivery,Surat,Gujarat,Inactive,2023-01-29 00:33:56
1085,Advik Khare,+916007357626,DL10851159,BlueDart,Ahmedabad,Gujarat,Active,2024-04-27 07:45:29
1086,Myra Sarna,6195043581,DL10868783,EcomExpress,Chennai,Tamil Nadu,Inactive,2021-11-28 02:33:06
1087,Ryan Dara,9264627934,DL10879629,EcomExpress,New Delhi,Delhi,Inactive,2024-12-01 19:28:00
1088,Rhea Devi,9030659334,DL10884105,Shadowfax,Mumbai,Maharashtra,Inactive,2021-09-08 13:13:47
1089,Anvi Warrior,+910625529075,DL10896626,EcomExpress,Bengaluru,Karnataka,Active,2022-07-03 12:17:26
1090,Faiyaz Suresh,+913406392559,DL10901391,In-house,Chennai,Tamil Nadu,Inactive,2025-03-13 20:28:33
1091,Madhup Ben,+911056111878,DL10911539,EcomExpress,Ahmedabad,Gujarat,Active,2021-10-29 16:08:57
1092,Kashvi Ray,+916042936193,DL10928623,In-house,Mysuru,Karnataka,Active,2020-04-09 18:48:49
1093,Nirvaan Acharya,04636535348,DL10931501,EcomExpress,Nagpur,Maharashtra,Active,2021-04-04 01:36:42
1094,Tara Dugar,+910176953589,DL10947375,BlueDart,Mumbai,Maharashtra,Inactive,2021-09-01 09:33:59
1095,Reyansh Venkatesh,2876068256,DL10955097,EcomExpress,New Delhi,Delhi,Inactive,2024-02-13 06:15:23
1096,Sahil Johal,3156137934,DL10969182,In-house,New Delhi,Delhi,Active,2022-09-06 13:11:52
1097,Armaan Sandhu,08596482634,DL10974442,BlueDart,Surat,Gujarat,Inactive,2023-01-30 01:02:43
1098,Kabir Mand,05937181996,DL10987183,In-house,Mumbai,Maharashtra,Inactive,2025-04-28 09:19:57
1099,Fateh Sodhi,07771858067,DL10991903,BlueDart,New Delhi,Delhi,Inactive,2025-04-16 14:18:12
1100,Ivana Balakrishnan,05414523755,DL11005133,In-house,Ahmedabad,Gujarat,Active,2022-12-17 08:49:12
1101,Chirag Subramanian,+910152250770,DL11012929,In-house,Coimbatore,Tamil Nadu,Active,2020-01-20 06:15:51
1102,Ivan Tripathi,07368871022,DL11021181,EcomExpress,New Delhi,Delhi,Inactive,2021-04-20 03:45:18
1103,Neysa Bobal,00107805612,DL11032926,BlueDart,New Delhi,Delhi,Active,2020-08-19 11:22:58
1104,Abram Kannan,+916277941895,DL11041579,BlueDart,Coimbatore,Tamil Nadu,Active,2021-03-01 09:30:05
1105,Ivana Bhalla,8891362873,DL11051695,Delhivery,Mysuru,Karnataka,Inactive,2024-08-19 07:02:56
1106,Advik Sankar,+919972125128,DL11069827,In-house,Bengaluru,Karnataka,Inactive,2023-04-16 17:44:38
1107,Dishani Kapadia,1453943415,DL11075299,Shadowfax,Coimbatore,Tamil Nadu,Active,2023-11-20 20:12:35
1108,Anay Lad,01531989073,DL11083967,Delhivery,Coimbatore,Tamil Nadu,Inactive,2020-11-03 10:07:41
1109,Sahil Balakrishnan,+914637166160,DL11094584,In-house,Chennai,Tamil Nadu,Active,2025-07-06 22:26:59
1110,Ira Agrawal,7997205717,DL11101095,EcomExpress,Mumbai,Maharashtra,Active,2020-06-21 23:43:04
1111,Chirag Roy,+914972386653,DL11116610,EcomExpress,Bengaluru,Karnataka,Inactive,2024-04-18 23:51:37
1112,Mehul Tara,+912086562500,DL11123060,Delhivery,New Delhi,Delhi,Inactive,2020-04-28 16:21:05
1113,Rania Chawla,+917630531347,DL11137767,EcomExpress,Chennai,Tamil Nadu,Inactive,2020-10-29 20:45:24
1114,Ritvik Yadav,01265530253,DL11146523,Delhivery,Mumbai,Maharashtra,Inactive,2024-06-11 19:09:58
1115,Tejas Varma,+913886396516,DL11158911,In-house,Chennai,Tamil Nadu,Inactive,2025-05-10 05:33:51
1116,Piya Bala,06209127125,DL11162890,Shadowfax,Coimbatore,Tamil Nadu,Inactive,2025-06-23 21:24:06
1117,Jayan Loyal,+918356416162,DL11171504,EcomExpress,Mysuru,Karnataka,Inactive,2023-07-22 22:43:49
1118,Inaaya  Manda,+913143320700,DL11185704,Delhivery,Nagpur,Maharashtra,Active,2023-04-13 03:13:57
1119,Trisha Bhardwaj,09993984828,DL11197296,Shadowfax,Pune,Maharashtra,Active,2024-11-18 20:10:51
1120,Fateh Chander,+916488984883,DL11202434,Delhivery,Coimbatore,Tamil Nadu,Active,2020-11-03 10:42:05
1121,Kiaan Dass,9435508075,DL11216148,In-house,New Delhi,Delhi,Active,2025-05-25 11:18:43
1122,Nakul Varty,+915099114318,DL11225291,BlueDart,New Delhi,Delhi,Active,2023-01-06 21:38:48
1123,Aaina Lall,+910014231832,DL11231391,Delhivery,New Delhi,Delhi,Inactive,2024-12-09 03:46:19
1124,Trisha Bandi,+918543570719,DL11244980,Delhivery,Pune,Maharashtra,Active,2021-02-16 08:47:45
1125,Hridaan Dhawan,+918215792553,DL11258184,Shadowfax,Pune,Maharashtra,Inactive,2024-10-30 18:26:31
1126,Diya Rajagopalan,+916589589172,DL11268996,BlueDart,Coimbatore,Tamil Nadu,Inactive,2025-04-28 07:14:47
1127,Drishya Dhillon,0315650169,DL11277648,Shadowfax,Coimbatore,Tamil Nadu,Active,2021-05-12 09:24:50
1128,Samaira Sem,08409988321,DL11281054,EcomExpress,Surat,Gujarat,Inactive,2024-11-27 10:05:30
1129,Anay Cheema,6839892804,DL11298809,Shadowfax,Chennai,Tamil Nadu,Inactive,2023-01-11 18:19:01
1130,Sumer Mani,+917268437058,DL11304377,EcomExpress,Mumbai,Maharashtra,Inactive,2020-11-04 00:20:28
1131,Prisha Badal,+916803157198,DL11315274,Shadowfax,Surat,Gujarat,Active,2022-05-03 20:05:23
1132,Biju Dhingra,3436404239,DL11325362,Shadowfax,Ahmedabad,Gujarat,Active,2022-02-13 02:03:30
1133,Divyansh Dada,+915578621902,DL11333957,EcomExpress,Bengaluru,Karnataka,Active,2022-08-02 06:21:33
1134,Saksham Sangha,5117864824,DL11348634,Delhivery,Surat,Gujarat,Active,2020-06-07 08:46:13
1135,Chirag Chatterjee,09459051036,DL11358702,BlueDart,Nagpur,Maharashtra,Active,2024-09-20 09:45:32
1136,Shaan Banik,08386062678,DL11368717,EcomExpress,Mysuru,Karnataka,Active,2023-04-09 13:30:52
1137,Anaya Sahota,6140888900,DL11375889,EcomExpress,Ahmedabad,Gujarat,Active,2024-11-06 07:59:22
1138,Manjari Madan,06552549030,DL11381501,Delhivery,New Delhi,Delhi,Inactive,2022-04-14 16:12:37
1139,Urvi Tella,+913498275077,DL11394342,Shadowfax,Nagpur,Maharashtra,Active,2023-07-10 05:49:14
1140,Priyansh Saraf,+911390414713,DL11406603,In-house,Chennai,Tamil Nadu,Active,2021-10-06 12:02:53
1141,Rania Gera,7485056998,DL11417461,In-house,Coimbatore,Tamil Nadu,Inactive,2021-12-31 16:22:27
1142,Samiha Savant,00278328566,DL11424899,Shadowfax,Chennai,Tamil Nadu,Active,2024-10-16 21:18:16
1143,Shlok Rama,8218022373,DL11435729,EcomExpress,Surat,Gujarat,Inactive,2024-03-14 13:44:06
1144,Inaaya  Bal,+914051952430,DL11447645,Delhivery,Bengaluru,Karnataka,Active,2023-01-30 22:53:49
1145,Hiran Dugal,03245956581,DL11456868,BlueDart,Surat,Gujarat,Active,2023-08-16 18:46:14
1146,Parinaaz Ramachandran,+911049577667,DL11468582,In-house,New Delhi,Delhi,Active,2024-08-13 21:06:37
1147,Urvi Khanna,00226204753,DL11471835,In-house,Ahmedabad,Gujarat,Active,2024-04-24 17:04:20
1148,Stuvan Ravi,+918633610107,DL11489040,BlueDart,Surat,Gujarat,Active,2024-11-17 14:46:20
1149,Vihaan Bir,7761220372,DL11493241,Delhivery,Mysuru,Karnataka,Inactive,2021-12-25 09:24:00
1150,Advika Acharya,+914609303327,DL11503711,Shadowfax,Bengaluru,Karnataka,Inactive,2025-02-25 16:30:21
1151,Ishaan Rajagopal,07762276711,DL11518620,EcomExpress,New Delhi,Delhi,Inactive,2024-10-15 23:51:09
1152,Heer Randhawa,0512337189,DL11522460,EcomExpress,Ahmedabad,Gujarat,Inactive,2023-09-08 04:45:33
1153,Shalv Deol,+915396691208,DL11532974,Shadowfax,Ahmedabad,Gujarat,Inactive,2020-12-18 16:15:26
1154,Dhruv Randhawa,1363607460,DL11545692,EcomExpress,Bengaluru,Karnataka,Active,2022-01-04 06:59:43
1155,Myra Mandal,02860617634,DL11553874,Shadowfax,New Delhi,Delhi,Active,2023-06-12 14:19:17
1156,Hunar Divan,+914058090075,DL11567314,Delhivery,Pune,Maharashtra,Inactive,2022-11-03 07:35:05
1157,Miraya Sridhar,02456225909,DL11578898,EcomExpress,Ahmedabad,Gujarat,Inactive,2023-05-31 16:13:54
1158,Sumer Loyal,+914596569507,DL11589664,Shadowfax,New Delhi,Delhi,Active,2025-04-07 20:04:12
1159,Aayush Golla,06935136859,DL11591410,In-house,Chennai,Tamil Nadu,Inactive,2024-12-01 18:19:13
1160,Samiha Hans,00783009831,DL11602187,EcomExpress,Surat,Gujarat,Active,2023-03-03 19:23:25
1161,Nakul Venkatesh,01115254861,DL11613835,EcomExpress,Bengaluru,Karnataka,Active,2024-08-13 20:30:16
1162,Taimur Sarraf,+913754887944,DL11629685,EcomExpress,Surat,Gujarat,Inactive,2021-05-30 03:43:24
1163,Advika Kari,04024690981,DL11631162,In-house,Surat,Gujarat,Inactive,2021-11-08 05:09:15
1164,Shaan Agate,03838472228,DL11641422,BlueDart,New Delhi,Delhi,Active,2022-03-09 13:29:20
1165,Tiya Taneja,4795851544,DL11655776,EcomExpress,Bengaluru,Karnataka,Active,2024-07-11 13:37:21
1166,Nirvi Biswas,4694694366,DL11665878,Delhivery,New Delhi,Delhi,Inactive,2021-06-28 14:09:13
1167,Ishaan Salvi,04910367664,DL11676463,EcomExpress,Chennai,Tamil Nadu,Active,2025-08-24 21:13:42
1168,Amani Kaul,+919092095783,DL11684145,Delhivery,Chennai,Tamil Nadu,Inactive,2022-10-21 15:07:55
1169,Shanaya Raval,+915670755126,DL11698937,Delhivery,Mumbai,Maharashtra,Inactive,2020-08-16 10:07:11
1170,Divij Sundaram,04705709078,DL11706419,In-house,Chennai,Tamil Nadu,Active,2022-11-13 12:21:53
1171,Nehmat Tailor,5430649682,DL11715276,Delhivery,New Delhi,Delhi,Inactive,2022-10-27 00:40:26
1172,Neelofar Goda,04480805076,DL11729430,Delhivery,Surat,Gujarat,Inactive,2023-02-09 13:12:52
1173,Miraan Sule,6014782367,DL11737015,EcomExpress,New Delhi,Delhi,Inactive,2023-06-03 19:59:13
1174,Navya Sehgal,+912788733475,DL11744874,BlueDart,Bengaluru,Karnataka,Inactive,2023-06-16 23:25:09
1175,Kanav Shroff,3404143355,DL11754514,Shadowfax,Surat,Gujarat,Active,2021-09-22 22:57:30
1176,Gokul Iyengar,+919467800861,DL11769682,In-house,Mysuru,Karnataka,Inactive,2021-10-15 18:42:22
1177,Indranil Shetty,0585282096,DL11776260,Delhivery,Mumbai,Maharashtra,Inactive,2023-07-16 14:12:20
1178,Nirvaan Dey,+915203566058,DL11786560,EcomExpress,Ahmedabad,Gujarat,Active,2022-11-01 16:03:11
1179,Madhup Sarkar,2133608352,DL11799829,Shadowfax,Nagpur,Maharashtra,Active,2021-12-07 14:49:54
1180,Vedika Swamy,02968323177,DL11801423,Delhivery,Surat,Gujarat,Active,2020-11-20 10:07:31
1181,Pihu Behl,00010441439,DL11814955,Delhivery,Pune,Maharashtra,Inactive,2020-10-11 00:23:04
1182,Aniruddh Kakar,+915602993528,DL11825231,BlueDart,Bengaluru,Karnataka,Inactive,2023-07-12 14:17:49
1183,Taimur Bhalla,07285395924,DL11833060,BlueDart,Surat,Gujarat,Active,2021-07-16 01:39:05
1184,Eshani Sharma,+910544262467,DL11846560,EcomExpress,Coimbatore,Tamil Nadu,Active,2023-11-23 11:35:58
1185,Neysa Wali,+915062072327,DL11851691,In-house,Coimbatore,Tamil Nadu,Inactive,2024-08-29 21:33:20
1186,Pranay Saini,08475542906,DL11867393,BlueDart,Mysuru,Karnataka,Active,2021-05-12 14:52:19
1187,Rhea Desai,+916142565760,DL11874385,In-house,New Delhi,Delhi,Active,2020-07-31 11:57:11
1188,Aarna Venkataraman,+910836814270,DL11881961,EcomExpress,Chennai,Tamil Nadu,Active,2020-11-14 18:12:05
1189,Nitya Sachdeva,2704900573,DL11896571,BlueDart,Nagpur,Maharashtra,Inactive,2020-11-17 09:54:28
1190,Bhamini Barad,+915838099449,DL11906106,Shadowfax,Coimbatore,Tamil Nadu,Inactive,2022-05-07 19:18:00
1191,Anvi Das,4929065034,DL11918459,In-house,Ahmedabad,Gujarat,Active,2021-08-01 04:47:54
1192,Neysa Vala,6430492093,DL11923211,Delhivery,Pune,Maharashtra,Active,2020-09-28 08:16:48
1193,Aradhya Hari,9489182301,DL11934119,Shadowfax,Surat,Gujarat,Active,2023-10-28 20:11:07
1194,Divit Sha,09053279058,DL11941042,EcomExpress,Ahmedabad,Gujarat,Inactive,2021-03-18 06:42:38
1195,Tejas Sawhney,3677887243,DL11953553,Delhivery,Coimbatore,Tamil Nadu,Active,2023-04-18 10:45:32
1196,Damini Sami,07822569838,DL11964583,EcomExpress,Coimbatore,Tamil Nadu,Active,2023-07-14 04:24:27
1197,Vivaan Wagle,07510319972,DL11975927,EcomExpress,Nagpur,Maharashtra,Inactive,2024-08-22 15:07:29
1198,Veer Ratti,+912808035468,DL11986370,Delhivery,Mysuru,Karnataka,Inactive,2020-05-21 15:47:16
1199,Darshit Mahal,01525100393,DL11994978,BlueDart,Ahmedabad,Gujarat,Inactive,2023-02-12 11:24:03
1200,Himmat Bhatia,07055561848,DL12002571,Delhivery,New Delhi,Delhi,Active,2024-11-11 07:38:37
1201,Ivana Balay,+912812767745,DL12012916,Shadowfax,Nagpur,Maharashtra,Inactive,2025-09-07 20:08:54
1202,Samaira Ratta,+913192227909,DL12026576,Shadowfax,Mysuru,Karnataka,Active,2024-04-19 20:02:43
1203,Ira Dhawan,9723796225,DL12038858,EcomExpress,Ahmedabad,Gujarat,Active,2021-05-09 05:14:00
1204,Anika Kalla,01062348079,DL12044203,EcomExpress,New Delhi,Delhi,Inactive,2020-01-30 13:41:23
1205,Amira Dhillon,+912807133259,DL12052633,In-house,New Delhi,Delhi,Active,2021-12-29 00:46:10
1206,Ivan Kurian,6366884610,DL12065833,BlueDart,Chennai,Tamil Nadu,Active,2021-10-29 08:29:36
1207,Dhanuk Bhattacharyya,05200630453,DL12073183,In-house,Mysuru,Karnataka,Active,2024-08-16 13:08:05
1208,Miraan Ben,8738202780,DL12088194,In-house,Bengaluru,Karnataka,Inactive,2020-02-22 00:39:12
1209,Vihaan Bassi,02178761656,DL12097719,Delhivery,New Delhi,Delhi,Inactive,2021-06-25 03:30:12
1210,Ishaan Kakar,7871625929,DL12105879,Shadowfax,Surat,Gujarat,Inactive,2023-02-14 22:34:37
1211,Saira Devan,00706068678,DL12118545,BlueDart,Mysuru,Karnataka,Inactive,2021-06-08 19:06:08
1212,Tiya Loke,+917751147026,DL12122775,EcomExpress,Coimbatore,Tamil Nadu,Active,2021-10-06 05:31:49
1213,Vanya Thaman,1553630693,DL12132599,Delhivery,Chennai,Tamil Nadu,Inactive,2020-01-19 01:14:19
1214,Aradhya Toor,07267887561,DL12143276,In-house,Mysuru,Karnataka,Inactive,2023-04-25 07:21:51
1215,Veer Magar,6230224775,DL12156074,BlueDart,Ahmedabad,Gujarat,Active,2020-03-30 04:10:22
1216,Eva Shanker,00122645382,DL12164319,In-house,Surat,Gujarat,Inactive,2023-09-29 15:12:33
1217,Mahika Gour,06894058829,DL12176688,Delhivery,Nagpur,Maharashtra,Inactive,2025-01-21 22:46:52
1218,Hunar Salvi,+911392219441,DL12189725,EcomExpress,Ahmedabad,Gujarat,Inactive,2020-11-15 14:23:28
1219,Nakul Mahal,7083881162,DL12192717,Shadowfax,Coimbatore,Tamil Nadu,Inactive,2024-11-17 13:21:30
1220,Armaan Gupta,9184629019,DL12202690,BlueDart,Nagpur,Maharashtra,Active,2023-03-01 13:29:38
1221,Shayak Sibal,9451295235,DL12219252,Delhivery,Ahmedabad,Gujarat,Active,2023-08-25 21:00:15
1222,Onkar Solanki,05436802025,DL12227455,BlueDart,Bengaluru,Karnataka,Active,2020-04-26 12:07:35
1223,Abram Kale,3263095114,DL12238715,EcomExpress,New Delhi,Delhi,Active,2023-04-11 16:39:55
1224,Veer Dubey,1996464310,DL12243401,In-house,New Delhi,Delhi,Active,2020-04-23 02:02:05
1225,Rasha Bava,6623536293,DL12253039,EcomExpress,Chennai,Tamil Nadu,Active,2021-09-02 06:51:47
1226,Prerak Ram,+919608025076,DL12266634,In-house,New Delhi,Delhi,Inactive,2023-08-13 20:42:53
1227,Umang Basu,6015178692,DL12271475,BlueDart,Bengaluru,Karnataka,Active,2021-10-30 01:44:09
1228,Zaina Dasgupta,00140297915,DL12287699,Shadowfax,Mumbai,Maharashtra,Inactive,2025-06-14 09:20:36
1229,Ayesha Sastry,04474814936,DL12297803,EcomExpress,Bengaluru,Karnataka,Active,2025-04-13 22:11:45
1230,Prisha Upadhyay,00821465965,DL12304903,Delhivery,Coimbatore,Tamil Nadu,Inactive,2025-09-02 23:10:39
1231,Alisha Lal,05815368259,DL12311302,Shadowfax,Coimbatore,Tamil Nadu,Active,2020-01-23 15:27:28
1232,Kismat Baria,+917207977708,DL12321373,EcomExpress,New Delhi,Delhi,Active,2021-12-27 00:42:10
1233,Eshani Sahota,01416328200,DL12335406,EcomExpress,Surat,Gujarat,Active,2024-09-07 10:55:26
1234,Kanav Shere,06493490706,DL12342009,Shadowfax,Pune,Maharashtra,Active,2020-09-23 12:05:30
1235,Neysa Dutta,4877869771,DL12356445,In-house,Surat,Gujarat,Inactive,2021-08-01 12:56:36
1236,Ayesha Cheema,+917155655866,DL12365197,In-house,New Delhi,Delhi,Active,2025-08-10 22:30:41
1237,Kismat Majumdar,05600157568,DL12374784,In-house,Surat,Gujarat,Active,2025-02-07 12:56:16
1238,Nirvaan Gera,4627285110,DL12384587,Shadowfax,Chennai,Tamil Nadu,Active,2020-10-17 23:12:55
1239,Yasmin Toor,8648762297,DL12396285,Shadowfax,Nagpur,Maharashtra,Active,2024-10-02 12:56:23
1240,Ivana Manne,+917192311037,DL12404688,BlueDart,Chennai,Tamil Nadu,Inactive,2021-06-11 06:17:44
1241,Reyansh Ravel,2342459761,DL12418490,In-house,Chennai,Tamil Nadu,Active,2023-04-12 13:55:34
1242,Tiya Solanki,6464766451,DL12429659,In-house,Surat,Gujarat,Active,2021-06-08 13:00:47
1243,Ishaan Tata,02376226044,DL12434019,BlueDart,New Delhi,Delhi,Active,2023-10-22 08:13:28
1244,Madhup Khare,4382682282,DL12447629,Delhivery,New Delhi,Delhi,Active,2025-05-26 16:41:08
1245,Myra Devan,6930133472,DL12457057,Shadowfax,Ahmedabad,Gujarat,Active,2020-02-26 23:16:20
1246,Purab Sethi,07621429746,DL12467471,Shadowfax,Mumbai,Maharashtra,Active,2022-08-27 00:29:34
1247,Inaaya  Baria,2566968348,DL12477030,BlueDart,Mysuru,Karnataka,Inactive,2023-06-13 05:00:25
1248,Jhanvi Manne,7232331833,DL12489542,Shadowfax,New Delhi,Delhi,Active,2020-05-02 11:41:46
1249,Uthkarsh Buch,8415621132,DL12495603,EcomExpress,Nagpur,Maharashtra,Inactive,2021-02-07 10:38:16
1250,Madhav Bassi,7277558649,DL12502755,EcomExpress,Pune,Maharashtra,Inactive,2023-05-02 10:37:12
