order_id,client_id,customer_name,customer_phone,delivery_address_line1,delivery_address_line2,city,state,pincode,order_date,promised_delivery_date,actual_delivery_date,status,payment_mode,amount,failure_reason,created_at
4040,392,Rania Buch,0667691609,"35/053
Varty Zila",Goyal Road,Surat,Gujarat,894706,2025-03-24 09:08:31,2025-03-29 09:08:31,,Failed,COD,3216.3,Weather disruption,2025-06-29 20:02:28
4041,162,Hansh Bhavsar,5288618945,"H.No. 044, Bhasin",Garg Nagar,Coimbatore,Tamil Nadu,935868,2025-04-18 02:51:18,2025-04-21 02:51:18,,Returned,COD,265.68,,2025-06-28 11:04:58
4042,296,Lagan Gera,09384463592,"88/72
Krishna Circle",Sachdev Zila,Surat,Gujarat,355352,2025-09-09 19:58:53,2025-09-13 19:58:53,,Returned,COD,391.88,,2025-09-05 09:01:29
4043,359,Zain Srinivasan,0659810224,"H.No. 04, Chaudhary Chowk",Atwal Nagar,Surat,Gujarat,585800,2025-07-30 06:32:01,2025-07-31 06:32:01,,Returned,Prepaid,600.46,,2025-04-06 17:43:33
4044,408,Lagan Biswas,00555326588,"H.No. 55, Dutt Nagar",Guha Circle,Mysuru,Karnataka,111503,2025-08-22 13:00:14,2025-08-27 13:00:14,,In-Transit,Prepaid,282.65,,2025-04-21 23:18:09
4045,104,Advika Chowdhury,05500709746,"H.No. 132
Khurana Zila",Mall Chowk,Ahmedabad,Gujarat,483163,2025-09-10 23:09:25,2025-09-12 23:09:25,,Pending,COD,1421.44,,2025-02-14 08:34:19
4046,409,Onkar Kade,+912953202097,"580
Dhar Marg",Solanki Street,Mysuru,Karnataka,008236,2025-09-09 10:37:37,2025-09-14 10:37:37,,Failed,COD,4657.4,Incorrect address,2025-05-05 16:29:41
4047,85,Samaira Srinivas,04710098554,"34/742, Bail",Chandran Chowk,New Delhi,Delhi,658995,2025-06-12 05:16:56,2025-06-17 05:16:56,,Failed,COD,3024.14,Incorrect address,2025-03-02 05:47:06
4048,24,Navya Contractor,2403707277,"H.No. 059
Manne Marg",Grover Zila,Mumbai,Maharashtra,955409,2025-02-08 13:20:47,2025-02-12 13:20:47,,In-Transit,Prepaid,1455.42,,2025-02-27 00:19:54
4049,255,Neelofar Behl,+919327561123,"H.No. 47, Srinivas Marg",Bassi Ganj,Mysuru,Karnataka,186920,2025-01-06 06:02:22,2025-01-08 06:02:22,2025-01-09 06:02:22,Delivered,Prepaid,4403.28,,2025-03-16 13:04:08
4050,333,Yuvraj  Chopra,02741096576,"506, Dutt Road",Varty,Mysuru,Karnataka,717262,2025-02-01 23:06:25,2025-02-04 23:06:25,,Returned,Prepaid,4620.43,,2025-09-04 12:52:15
4051,231,Kartik Lalla,+913142729054,"H.No. 96, Mammen Nagar",Baria Nagar,New Delhi,Delhi,126676,2025-08-31 22:42:29,2025-09-01 22:42:29,2025-09-03 22:42:29,Delivered,Prepaid,2334.04,,2025-07-14 14:07:10
4052,72,Kanav Devan,3210872769,"22/81
Wali Nagar",Bajaj,New Delhi,Delhi,958113,2025-01-17 02:36:10,2025-01-21 02:36:10,2025-01-22 02:36:10,Delivered,COD,1502.92,,2025-04-01 21:33:07
4053,243,Samiha Sahni,8777694500,"19/869, Cherian Nagar",Mangal Road,New Delhi,Delhi,518480,2025-08-27 09:43:01,2025-08-28 09:43:01,,Failed,COD,3973.81,Stockout,2025-04-19 09:22:10
4054,62,Faiyaz Swaminathan,01328050692,"H.No. 698, Kothari Road",Kalla Zila,New Delhi,Delhi,492281,2025-01-26 05:00:38,2025-01-27 05:00:38,,Returned,COD,2635.26,,2025-07-29 12:10:30
4055,441,Miraya Bakshi,1414345188,"48/90, Anand Path",Sekhon Marg,Pune,Maharashtra,559286,2025-07-03 21:11:55,2025-07-06 21:11:55,2025-07-06 21:11:55,Delivered,COD,3559.91,,2025-05-05 12:07:28
4056,45,Saksham Taneja,1287397899,"743, Gill Ganj",Halder Ganj,Ahmedabad,Gujarat,448623,2025-09-08 15:33:06,2025-09-12 15:33:06,,Failed,Prepaid,3394.17,Warehouse delay,2025-04-27 00:50:36
4057,183,Vritika Hayre,+915838927224,"14/359, Chandra Ganj",Ramesh Road,Coimbatore,Tamil Nadu,897338,2025-03-10 05:42:04,2025-03-11 05:42:04,,Returned,COD,1211.49,,2025-08-28 13:57:27
4058,482,Eva Kalla,+913472492292,"94, Chowdhury Zila",Bajaj Chowk,Bengaluru,Karnataka,958066,2025-08-03 02:22:58,2025-08-04 02:22:58,2025-08-05 02:22:58,Delivered,Prepaid,4618.33,,2025-03-29 11:41:01
4059,445,Arhaan Sur,+911601252549,"45/212, Kaul Nagar",Buch Ganj,Surat,Gujarat,170351,2025-04-02 05:31:56,2025-04-04 05:31:56,2025-04-06 05:31:56,Delivered,COD,4479.91,,2025-08-20 10:33:34
4060,250,Alia Sinha,6742241427,"81
Bassi Marg",Gara Marg,Bengaluru,Karnataka,845150,2025-08-29 00:06:27,2025-09-02 00:06:27,,Failed,Prepaid,2984.72,Traffic congestion,2025-02-23 19:41:35
4061,203,Ivan Ranganathan,+915262104177,"058
Chhabra Nagar",Anne Zila,Mumbai,Maharashtra,924982,2025-09-11 02:03:56,2025-09-12 02:03:56,,Pending,COD,3458.73,,2025-08-30 01:55:26
4062,5,Anya Vig,01814358071,"H.No. 60
Ben Nagar",Dugal Chowk,Mysuru,Karnataka,627052,2025-09-11 12:34:44,2025-09-14 12:34:44,,Returned,COD,591.22,,2025-03-24 15:03:04
4063,65,Zaina Chaudry,7749594257,"79/506, Subramanian Marg",Ramaswamy Path,Mysuru,Karnataka,432681,2025-06-30 06:40:39,2025-07-02 06:40:39,2025-07-02 06:40:39,Delivered,COD,2954.32,,2025-08-31 12:24:54
4064,296,Vaibhav Sangha,+919237992430,"77, Yadav Street",Choudhary Street,Pune,Maharashtra,753931,2025-01-01 14:24:40,2025-01-02 14:24:40,,Failed,Prepaid,1973.05,Warehouse delay,2025-06-23 20:42:07
4065,449,Neelofar Sem,+912847861482,"33/875
Soni Path",Sarma Marg,Coimbatore,Tamil Nadu,276116,2025-04-19 08:34:00,2025-04-23 08:34:00,,In-Transit,Prepaid,4813.44,,2025-06-04 23:01:58
4066,335,Aarav Bandi,+917191257266,"H.No. 277, Dewan Ganj",Mahajan Ganj,Ahmedabad,Gujarat,551638,2025-06-15 04:37:28,2025-06-19 04:37:28,,Returned,COD,2393.6,,2025-05-03 10:50:59
4067,192,Zeeshan Magar,4374145927,"H.No. 81
Chandra Zila",Boase Marg,Coimbatore,Tamil Nadu,740031,2025-04-20 12:11:29,2025-04-22 12:11:29,2025-04-22 12:11:29,Delivered,Prepaid,4106.89,,2025-03-09 08:52:34
4068,170,Alia Vala,+911576083327,"10/623
Chaudhari Marg",Agate Path,Mysuru,Karnataka,942098,2025-03-30 01:26:18,2025-04-03 01:26:18,,In-Transit,Prepaid,2535.5,,2025-05-25 11:01:27
4069,342,Stuvan Ray,04679278054,"H.No. 87, Bhatnagar Zila",Bansal,New Delhi,Delhi,813870,2025-01-31 17:28:36,2025-02-01 17:28:36,,Pending,COD,4505.05,,2025-03-15 22:45:07
4070,170,Neysa Basu,1325153958,"H.No. 45
Sarna Street",Devan,Chennai,Tamil Nadu,429306,2025-01-12 02:21:37,2025-01-15 02:21:37,,Failed,Prepaid,1383.26,Traffic congestion,2025-05-10 14:22:28
4071,478,Charvi Kar,6278427686,"H.No. 528
Baral Chowk",Dewan Path,Ahmedabad,Gujarat,209823,2025-08-02 01:13:19,2025-08-03 01:13:19,2025-08-05 01:13:19,Delivered,Prepaid,2271.43,,2025-03-16 21:25:28
4072,462,Khushi Dara,+910634924158,"H.No. 193, Chadha Nagar",Bali Street,Mysuru,Karnataka,212397,2025-03-27 02:24:19,2025-03-28 02:24:19,,Returned,COD,3365.85,,2025-04-12 03:00:38
4073,222,Aarav Chand,5109703196,"90
Kamdar Circle",Kara Zila,Chennai,Tamil Nadu,881452,2025-08-01 21:24:45,2025-08-04 21:24:45,,Failed,COD,2526.33,Stockout,2025-06-14 09:10:41
4074,384,Reyansh Lal,0839391821,"H.No. 63
Rajan Street",Choudhry Path,Ahmedabad,Gujarat,494605,2025-07-27 14:14:11,2025-08-01 14:14:11,2025-08-02 14:14:11,Delivered,COD,235.39,,2025-02-21 12:29:34
4075,362,Mamooty Chada,+918708941091,"H.No. 869
Chowdhury Circle",Dey Marg,Ahmedabad,Gujarat,535674,2025-09-07 10:18:51,2025-09-12 10:18:51,2025-09-14 10:18:51,Delivered,COD,552.65,,2025-06-01 22:46:25
4076,193,Bhavin Ghosh,+912945038098,"23/23
Dewan Circle",Ahluwalia Street,New Delhi,Delhi,839453,2025-08-26 17:41:44,2025-08-30 17:41:44,2025-09-01 17:41:44,Delivered,COD,2464.72,,2025-07-03 01:42:42
4077,335,Shanaya Bhardwaj,+910449628400,"97/32
Gala Chowk",Mallick Marg,Surat,Gujarat,256058,2025-03-20 14:07:30,2025-03-24 14:07:30,2025-03-26 14:07:30,Delivered,Prepaid,3472.87,,2025-08-12 05:54:03
4078,272,Shanaya Solanki,9229965549,"469, Barad Street",Bora,Chennai,Tamil Nadu,240464,2025-02-05 07:48:54,2025-02-06 07:48:54,,Failed,COD,2519.59,Incorrect address,2025-04-22 00:55:27
4079,234,Khushi Goswami,03266892642,"H.No. 71
Gaba",Samra Road,Pune,Maharashtra,224446,2025-02-01 10:35:43,2025-02-03 10:35:43,2025-02-03 10:35:43,Delivered,Prepaid,3729.09,,2025-02-11 17:34:43
4080,54,Ehsaan Sood,+918166778805,"H.No. 127
Hayer Chowk",Jhaveri Road,Bengaluru,Karnataka,088380,2025-01-27 14:39:00,2025-01-31 14:39:00,,Pending,Prepaid,620.56,,2025-03-29 23:53:25
4081,17,Saanvi Edwin,1503383967,"51/365, Halder Road",Dada Street,New Delhi,Delhi,454780,2025-07-30 22:10:09,2025-08-02 22:10:09,,In-Transit,COD,702.77,,2025-04-13 02:42:52
4082,213,Eshani Sangha,3729535846,"13, Thakkar Zila",Bobal Path,Nagpur,Maharashtra,045493,2025-02-04 15:40:18,2025-02-08 15:40:18,,Failed,Prepaid,2669.07,Stockout,2025-03-06 00:38:41
4083,117,Shray Chaudhary,5723528181,"42/79, Kulkarni Zila",Raman Nagar,New Delhi,Delhi,049761,2025-05-23 18:59:08,2025-05-28 18:59:08,,In-Transit,COD,2351.81,,2025-07-11 03:45:24
4084,2,Bhavin Ramachandran,+912007535367,"32/51, Sarkar Road",Swaminathan Nagar,Ahmedabad,Gujarat,877858,2025-05-15 01:57:12,2025-05-18 01:57:12,,Failed,Prepaid,4214.94,Weather disruption,2025-02-23 03:45:43
4085,246,Aniruddh Sundaram,+910412683727,"60/352
Atwal Marg",Wadhwa Path,Ahmedabad,Gujarat,617452,2025-07-21 06:47:51,2025-07-26 06:47:51,2025-07-28 06:47:51,Delivered,Prepaid,957.46,,2025-01-18 02:53:49
4086,377,Mamooty Ratti,07414844850,"03/82, Mahal Marg",Gandhi Path,Coimbatore,Tamil Nadu,211552,2025-08-03 04:55:41,2025-08-06 04:55:41,2025-08-06 04:55:41,Delivered,COD,1045.99,,2025-03-14 04:47:16
4087,90,Azad Brar,+915610625985,"21/203
Mall Street",Varma Ganj,New Delhi,Delhi,366730,2025-02-02 01:35:47,2025-02-03 01:35:47,,Pending,Prepaid,3460.25,,2025-03-28 12:25:59
4088,198,Seher Soman,05281517900,"H.No. 40
Sanghvi",Kade,Mumbai,Maharashtra,238404,2025-05-14 19:25:30,2025-05-16 19:25:30,,Failed,Prepaid,4391.14,Weather disruption,2025-02-10 00:43:44
4089,439,Lakshay Ravel,3139854331,"06
Ahuja Zila",Vora Zila,New Delhi,Delhi,643685,2025-03-01 05:08:30,2025-03-05 05:08:30,,Pending,COD,1200.33,,2025-02-21 04:54:00
4090,143,Onkar Kulkarni,01487586656,"H.No. 654, Tailor Nagar",Ghosh Ganj,Ahmedabad,Gujarat,161232,2025-09-03 08:28:01,2025-09-04 08:28:01,,In-Transit,Prepaid,509.17,,2025-03-16 00:12:47
4091,214,Riaan Dixit,0345019299,"H.No. 43, Venkatesh",Divan Zila,Nagpur,Maharashtra,364092,2025-08-02 12:35:50,2025-08-06 12:35:50,,Failed,Prepaid,3752.58,Warehouse delay,2025-07-28 19:34:26
4092,311,Vanya Mall,00086310973,"H.No. 986, Sood Marg",Ratti Circle,Ahmedabad,Gujarat,715172,2025-01-04 22:33:34,2025-01-07 22:33:34,2025-01-09 22:33:34,Delivered,Prepaid,3644.62,,2025-06-17 13:33:09
4093,482,Jivin Jani,9246152245,"57/16, Gandhi Zila",Yohannan Marg,Mysuru,Karnataka,642699,2025-04-30 11:33:51,2025-05-03 11:33:51,2025-05-04 11:33:51,Delivered,COD,358.38,,2025-09-03 00:46:43
4094,353,Ivana Divan,+914819243189,"729
Mahajan Zila",Lala Zila,Nagpur,Maharashtra,545268,2025-08-06 18:05:23,2025-08-10 18:05:23,,Failed,Prepaid,1092.85,Warehouse delay,2025-04-18 06:50:39
4095,494,Uthkarsh Dara,4166158135,"41
Krishnan Ganj",Bali,Chennai,Tamil Nadu,663470,2025-03-10 19:25:19,2025-03-15 19:25:19,,Returned,Prepaid,1215.54,,2025-04-15 12:17:01
4096,318,Aarav Sarma,+916312812786,"13, Doshi",Dalal Nagar,Coimbatore,Tamil Nadu,644482,2025-05-03 15:39:21,2025-05-04 15:39:21,,Failed,COD,3297.86,Weather disruption,2025-02-11 06:35:27
4097,304,Hazel Acharya,+912475666850,"H.No. 73, Tandon Circle",Guha Ganj,Pune,Maharashtra,992358,2025-01-05 23:48:05,2025-01-07 23:48:05,,In-Transit,Prepaid,298.56,,2025-01-19 15:06:42
4098,303,Kashvi Majumdar,6074017791,"H.No. 53, Zacharia Marg",Gola Path,Coimbatore,Tamil Nadu,232822,2025-06-16 11:41:59,2025-06-18 11:41:59,,Returned,COD,4077.18,,2025-09-01 11:16:25
4099,438,Purab Chokshi,+913728816947,"20, Gill Road",Varghese Ganj,Mumbai,Maharashtra,756293,2025-04-15 11:16:43,2025-04-20 11:16:43,2025-04-22 11:16:43,Delivered,Prepaid,1121.75,,2025-05-09 19:02:17
4100,282,Jivin Lanka,+915526412441,"56/53
Chad Zila",Soman Road,Pune,Maharashtra,719929,2025-08-18 09:50:52,2025-08-19 09:50:52,2025-08-20 09:50:52,Delivered,Prepaid,3227.65,,2025-01-22 02:59:54
4101,258,Kanav Ram,2069531438,"12/258, Rajan Marg",Tara Circle,Ahmedabad,Gujarat,719836,2025-02-17 15:09:21,2025-02-21 15:09:21,,In-Transit,Prepaid,4351.3,,2025-06-02 22:22:40
4102,117,Manikya Kannan,8496173443,"66
Khalsa Nagar",Kunda Ganj,New Delhi,Delhi,947043,2025-05-09 09:54:27,2025-05-12 09:54:27,,Failed,Prepaid,3620.7,Stockout,2025-01-30 04:41:55
4103,201,Lakshit Rattan,04456346259,"H.No. 287
Chaudhuri Zila",Jha Ganj,Mumbai,Maharashtra,813779,2025-03-09 04:46:03,2025-03-11 04:46:03,2025-03-13 04:46:03,Delivered,Prepaid,4697.13,,2025-04-15 15:48:31
4104,116,Shray Dani,06369378263,"98, Sandhu",Aurora Nagar,New Delhi,Delhi,214145,2025-01-19 07:27:20,2025-01-23 07:27:20,2025-01-24 07:27:20,Delivered,COD,1002.77,,2025-02-26 11:45:31
4105,489,Anya Luthra,+917542891554,"H.No. 868
Hayre Nagar",Andra Street,Surat,Gujarat,955481,2025-03-14 08:30:07,2025-03-15 08:30:07,,Failed,Prepaid,1305.85,Stockout,2025-05-28 16:53:42
4106,395,Madhav Kata,+912732597300,"H.No. 065, Bhardwaj Marg",Walla,Bengaluru,Karnataka,386675,2025-01-25 00:49:45,2025-01-27 00:49:45,,In-Transit,Prepaid,813.19,,2025-08-15 23:33:57
4107,359,Trisha Shere,02780090873,"20
Kamdar Ganj",Sule Road,Ahmedabad,Gujarat,599522,2025-05-12 08:52:55,2025-05-14 08:52:55,,Failed,Prepaid,3917.07,Incorrect address,2025-08-08 18:07:52
4108,397,Adira Vasa,8896009342,"46/945, Sekhon Nagar",Kanda Ganj,New Delhi,Delhi,440852,2025-06-27 01:35:12,2025-07-01 01:35:12,,Returned,COD,709.5,,2025-05-14 21:52:58
4109,368,Neysa Ramesh,4940749290,"H.No. 736, Das Road",Majumdar Street,Surat,Gujarat,032386,2025-01-24 05:12:21,2025-01-28 05:12:21,,In-Transit,COD,787.96,,2025-07-29 11:54:41
4110,253,Adah Deep,+916682129491,"66/834
Ravel Street",Arora Street,Bengaluru,Karnataka,350140,2025-03-28 15:01:34,2025-04-02 15:01:34,,Returned,Prepaid,4702.62,,2025-01-27 13:33:15
4111,429,Rania Dugal,6007738807,"H.No. 408
Kanda Street",Dar Circle,Bengaluru,Karnataka,238458,2025-09-10 15:59:16,2025-09-14 15:59:16,2025-09-16 15:59:16,Delivered,Prepaid,3459.61,,2025-07-28 02:04:16
4112,51,Ivan Shan,+912830834206,"74/08
Sani Nagar",Thakkar Marg,Coimbatore,Tamil Nadu,275310,2025-05-03 21:22:45,2025-05-04 21:22:45,,Returned,COD,4498.59,,2025-01-21 23:39:36
4113,412,Eshani Shroff,+913785673866,"212
Sundaram Road",Bahl,Mysuru,Karnataka,052987,2025-01-10 00:13:49,2025-01-11 00:13:49,,Returned,COD,1144.17,,2025-07-11 14:51:52
4114,463,Arnav Dada,6835128581,"H.No. 936
Date Chowk",Chowdhury Marg,Chennai,Tamil Nadu,167366,2025-03-03 21:35:06,2025-03-05 21:35:06,,Returned,Prepaid,4600.05,,2025-04-08 04:27:35
4115,382,Vardaniya Sabharwal,+919585423510,"H.No. 247
Kala Ganj",Choudhary Chowk,New Delhi,Delhi,289066,2025-08-27 06:02:07,2025-08-30 06:02:07,2025-08-31 06:02:07,Delivered,Prepaid,4446.22,,2025-08-11 09:23:25
4116,184,Nayantara Badal,+914540123166,"H.No. 98, Dhingra Nagar",Buch Road,Mysuru,Karnataka,956836,2025-05-08 06:54:17,2025-05-13 06:54:17,,Failed,COD,2067.12,Stockout,2025-03-12 17:58:02
4117,226,Neelofar Chauhan,1328908401,"H.No. 830, Krishna Ganj",Venkatesh Marg,Surat,Gujarat,485692,2025-03-10 03:13:03,2025-03-15 03:13:03,,Pending,COD,4100.7,,2025-04-19 04:39:02
4118,466,Rania Bora,+913442199930,"H.No. 548, Loyal Circle",Ram Chowk,Surat,Gujarat,321769,2025-03-12 10:59:18,2025-03-14 10:59:18,,Failed,COD,480.7,Warehouse delay,2025-02-10 02:00:24
4119,196,Jiya Bandi,+913891071898,"H.No. 25, Setty Road",Arya Road,New Delhi,Delhi,833002,2025-05-27 03:08:44,2025-05-29 03:08:44,,Returned,COD,1041.83,,2025-06-10 04:38:03
4120,85,Vardaniya Kota,+917998401459,"453
Balay Street",Sawhney Nagar,Coimbatore,Tamil Nadu,824740,2025-06-14 18:58:24,2025-06-16 18:58:24,,Returned,COD,1886.5,,2025-03-16 07:38:20
4121,386,Misha Ray,01901115463,"909
Sachdev",De,New Delhi,Delhi,429193,2025-05-05 09:31:52,2025-05-08 09:31:52,2025-05-09 09:31:52,Delivered,Prepaid,3433.66,,2025-07-20 10:35:09
4122,298,Piya Dugar,+911374895580,"17/56
Mangat Nagar",Amble Street,Nagpur,Maharashtra,268961,2025-07-19 02:57:00,2025-07-24 02:57:00,,In-Transit,Prepaid,1530.52,,2025-07-20 04:23:45
4123,180,Charvi Balan,09051739417,"H.No. 406
Hegde",Ray Zila,Mumbai,Maharashtra,170473,2025-05-03 09:07:58,2025-05-05 09:07:58,,Pending,Prepaid,1326.23,,2025-03-08 02:04:57
4124,137,Mohanlal Sankaran,01594102529,"04/50, Bhatia Circle",Ray Marg,New Delhi,Delhi,911445,2025-07-18 18:08:01,2025-07-21 18:08:01,2025-07-22 18:08:01,Delivered,Prepaid,1191.24,,2025-06-17 22:31:16
4125,405,Rasha Kala,+914285369080,"643, Sahota Zila",Krishnan Street,New Delhi,Delhi,831418,2025-09-01 23:55:01,2025-09-04 23:55:01,2025-09-05 23:55:01,Delivered,Prepaid,240.8,,2025-02-27 19:54:42
4126,36,Priyansh Batta,03601241291,"84/00, Doshi",Krishna Marg,Ahmedabad,Gujarat,124871,2025-01-04 02:21:27,2025-01-05 02:21:27,,Pending,Prepaid,4581.46,,2025-05-04 20:33:41
4127,474,Ojas Varty,+914187791016,"13/026
Thaker Marg",Bora Chowk,Mysuru,Karnataka,664335,2025-04-16 07:40:44,2025-04-18 07:40:44,,In-Transit,COD,3295.49,,2025-07-18 17:59:04
4128,196,Kavya Ganesan,06286598588,"H.No. 433
Karpe Nagar",Magar Circle,Bengaluru,Karnataka,971838,2025-08-21 19:34:12,2025-08-22 19:34:12,,Pending,Prepaid,3075.8,,2025-04-11 10:51:38
4129,497,Romil Sachdeva,7532552342,"13/168, Basak Marg",Bahl Street,New Delhi,Delhi,220867,2025-02-09 23:56:06,2025-02-11 23:56:06,,In-Transit,COD,4171.06,,2025-02-11 00:29:04
4130,400,Vaibhav Ratta,5089449921,"H.No. 698, Shetty Ganj",Sani Zila,Chennai,Tamil Nadu,608972,2025-02-20 12:32:19,2025-02-24 12:32:19,,Pending,COD,3311.54,,2025-05-30 16:24:58
4131,298,Sahil Aggarwal,8022113658,"67, Cherian",Tank,Chennai,Tamil Nadu,336542,2025-04-09 07:58:22,2025-04-13 07:58:22,,Returned,COD,3376.9,,2025-05-18 18:05:50
4132,66,Arnav Tak,8887131980,"19/852
Chawla",Majumdar Ganj,Ahmedabad,Gujarat,934225,2025-04-06 19:47:18,2025-04-10 19:47:18,,In-Transit,COD,4283.38,,2025-05-29 11:56:30
4133,245,Rasha Vasa,8155764895,"47/904
Gara Street",Kara Street,Mysuru,Karnataka,089462,2025-03-31 13:40:19,2025-04-04 13:40:19,,Returned,COD,2725.21,,2025-04-11 22:28:19
4134,117,Yasmin Sengupta,05160140122,"09/56
Boase Path",Rana Street,Bengaluru,Karnataka,602791,2025-08-31 09:02:03,2025-09-05 09:02:03,,In-Transit,COD,4661.56,,2025-02-15 10:42:56
4135,62,Emir Chada,6586436220,"H.No. 92
Golla Chowk",Majumdar Chowk,Pune,Maharashtra,423593,2025-04-13 17:18:33,2025-04-16 17:18:33,,Returned,Prepaid,3572.49,,2025-06-01 14:39:10
4136,28,Jayan Thaker,00194161185,"H.No. 87
Lata Ganj",Bhasin Path,Bengaluru,Karnataka,831280,2025-05-15 08:25:06,2025-05-19 08:25:06,,Returned,COD,1210.26,,2025-02-21 09:33:30
4137,466,Priyansh Sehgal,7512875392,"H.No. 46, Kala Street",Chaudhuri Zila,New Delhi,Delhi,796751,2025-01-12 19:06:14,2025-01-15 19:06:14,,Pending,COD,4614.16,,2025-08-12 00:54:02
4138,321,Aniruddh Bhavsar,09490996699,"08/919
Iyer Street",Krishna Road,New Delhi,Delhi,509004,2025-04-26 20:47:12,2025-04-30 20:47:12,,In-Transit,Prepaid,2229.8,,2025-03-20 18:02:14
4139,310,Rasha Yadav,+916697203792,"535, Sagar Nagar",Ram Zila,New Delhi,Delhi,398179,2025-09-03 01:24:05,2025-09-05 01:24:05,,Pending,COD,2989.02,,2025-03-29 17:25:28
4140,86,Khushi Divan,+919917925883,"35/03
Sastry Nagar",Bajaj Zila,Coimbatore,Tamil Nadu,579667,2025-03-10 06:54:15,2025-03-11 06:54:15,,Returned,Prepaid,2293.67,,2025-07-08 13:19:00
4141,478,Pranay Loyal,1086354573,"94/338
Chauhan Street",Kar Road,Nagpur,Maharashtra,971349,2025-07-16 14:25:27,2025-07-20 14:25:27,2025-07-21 14:25:27,Delivered,Prepaid,3424.9,,2025-08-04 15:13:44
4142,34,Zeeshan Khare,04094053843,"14/579
Choudhary Zila",Seshadri,Chennai,Tamil Nadu,017118,2025-02-26 00:44:00,2025-02-28 00:44:00,,In-Transit,Prepaid,2341.12,,2025-07-18 02:19:04
4143,435,Darshit Kohli,5331483864,"082, Bhalla Street",Gopal Path,Surat,Gujarat,622500,2025-02-21 06:38:26,2025-02-26 06:38:26,,Returned,Prepaid,4611.47,,2025-08-03 22:17:47
4144,49,Vritika Bose,+910818062091,"79
Sankaran",Chand Road,Surat,Gujarat,784337,2025-07-06 13:53:16,2025-07-11 13:53:16,,Failed,COD,2050.66,Traffic congestion,2025-02-12 01:08:59
4145,216,Ishaan Biswas,2144054555,"06/28
Grover Ganj",Batta,Mumbai,Maharashtra,698212,2025-02-11 20:25:47,2025-02-13 20:25:47,2025-02-13 20:25:47,Delivered,Prepaid,4653.99,,2025-07-29 00:45:24
4146,390,Kartik Dhillon,6567836668,"824
Kunda Circle",Dhar Circle,New Delhi,Delhi,078268,2025-06-13 15:52:00,2025-06-15 15:52:00,,Failed,COD,1733.17,Stockout,2025-04-08 03:41:01
4147,188,Samarth Choudhry,+916411854762,"70/49
Hora Chowk",Kashyap Path,New Delhi,Delhi,399113,2025-08-23 17:04:54,2025-08-24 17:04:54,,Failed,COD,1202.33,Incorrect address,2025-01-29 10:50:03
4148,226,Miraya Bhargava,07374760876,"H.No. 592
Sankaran Chowk",Walla Zila,Surat,Gujarat,560506,2025-08-03 07:15:04,2025-08-04 07:15:04,,In-Transit,Prepaid,3551.31,,2025-04-05 11:25:29
4149,234,Diya Lalla,01360514864,"H.No. 20, Chada Chowk",Bhavsar Circle,Mumbai,Maharashtra,962472,2025-05-19 18:50:09,2025-05-24 18:50:09,,Failed,Prepaid,4106.21,Traffic congestion,2025-05-17 07:17:12
4150,282,Adira Raju,+913833016232,"26, Bawa Path",Venkatesh Marg,Nagpur,Maharashtra,558664,2025-08-31 20:04:05,2025-09-03 20:04:05,2025-09-03 20:04:05,Delivered,Prepaid,4274.73,,2025-02-14 23:24:33
4151,281,Kanav Chahal,5964374058,"93/389, Dugar Chowk",Sahota Circle,Ahmedabad,Gujarat,244572,2025-04-21 07:19:24,2025-04-26 07:19:24,,Returned,COD,2804.5,,2025-03-13 20:53:51
4152,6,Nehmat Ramakrishnan,0716682673,"655
Anand Circle",Kari Path,Coimbatore,Tamil Nadu,167669,2025-03-18 11:55:31,2025-03-21 11:55:31,,Failed,Prepaid,1239.65,Incorrect address,2025-06-27 18:09:34
4153,95,Abram Jani,01658946812,"54
Grover Street",Karnik Nagar,Coimbatore,Tamil Nadu,136491,2025-08-26 22:43:35,2025-08-27 22:43:35,,In-Transit,COD,4109.04,,2025-08-30 21:56:19
4154,358,Sara Sagar,00437369665,"64/62, Devan Chowk",Randhawa Street,Mysuru,Karnataka,308882,2025-07-12 05:38:31,2025-07-14 05:38:31,,Pending,COD,3395.66,,2025-03-21 13:10:32
4155,74,Yuvraj  Wali,+919130589735,"H.No. 20, Sarraf Circle",Kuruvilla,New Delhi,Delhi,832814,2025-02-02 08:03:24,2025-02-06 08:03:24,2025-02-06 08:03:24,Delivered,COD,607.74,,2025-01-18 12:23:16
4156,246,Samarth Saini,05142367361,"16/65, Rama",Balay Ganj,Mumbai,Maharashtra,299190,2025-05-16 17:45:54,2025-05-21 17:45:54,,Pending,COD,2912.39,,2025-04-15 11:57:01
4157,461,Divyansh Bhakta,+915476712928,"054
Kari",Chaudhry Path,New Delhi,Delhi,887881,2025-07-18 21:36:41,2025-07-21 21:36:41,,Pending,Prepaid,927.99,,2025-08-31 11:27:57
4158,252,Keya Aurora,9448309611,"74/526, Ahluwalia",Gara Marg,New Delhi,Delhi,219813,2025-04-11 13:04:17,2025-04-13 13:04:17,2025-04-14 13:04:17,Delivered,COD,1428.98,,2025-05-22 02:11:38
4159,249,Kartik Soman,2542699112,"95
Chadha Path",Baria Ganj,Surat,Gujarat,475096,2025-08-09 10:17:52,2025-08-11 10:17:52,,Returned,COD,2360.75,,2025-08-26 16:14:04
